ISN,Downloadable,Title,Author/Org,Document,Published,Pages,Maps,Map Types,Subjects,Areas,NTS,Licence,Coverage,Notes,Ordering,Long/Lat,Source,,Degree
629,No,Mine and Quarry Inspection Reports,Nova Scotia Department of Mines and Energy,Annual Report 1980,1981,13-45,7 map(s),"coal waste dump, scale: 1:24000; exploration activity location, scale: 1:5000000",aggregates; anhydrite; barite; Carboniferous; clays; coal; coal fields; economic geology; environmental geology; fossil fuels; Gays River Mine; granites; gypsum; industrial minerals; lead; limestones; marbles; metallic minerals; mine site rehabilitation; Mississippian; ore reserves; Pennsylvanian; production; Quaternary; salt; shales; Silver Mine; tailings; zinc,Antigonish County; Antigonish Harbour; Brookfield; Cape Breton County; Cape Breton Island; Colchester County; Cumberland County; East Milford; Gays River; Halifax County; Hants County; Inverness County; Little Narrows; McKay Settlement; Miller Creek; Nappan; Pictou Coalfield; Pictou County; Pugwash; River Denys; St Rose Coalfield; Sydney Coalfield; Upper Musquodoboit; Victoria County; Wentworth Creek,11E/02; 11E/03; 11E/06; 11E/10; 11E/13; 11F/12; 11F/14; 11F/15; 11F/16; 11J/04; 11K/01; 11K/06; 11K/08; 21A/16; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Annual Report for 1980; 91 page(s),,
631,No,Report of the Deputy Minister,"Laffin, J J, Nova Scotia Department of Mines and Energy",Annual Report 1980,1981,05-Apr,0 map(s),,aggregates; anhydrite; barite; clays; coal; dolomites; economic geology; fossil fuels; gypsum; industrial minerals; lead; limestones; metallic minerals; peat; production; salt; sands; zinc,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Annual Report for 1980; 91 page(s),,
645,No,"Mineral Occurrences in the Cobequid Highlands, Nova Scotia","Donohoe, H V, Jr, Nova Scotia Department of Mines and Energy",Report ME 1982-001,1982,79-111,1 map(s),"geological, scale: 1:800000; metallic mineral location, scale: 1:800000",Acadian Orogeny; agate; Allegheny Orogeny; amethyst; ankerite; arsenopyrite; asbestos; barite; bornite; Cape Chignecto Pluton; Carboniferous; chalcedony; chalcocite; chalcopyrite; coal; copper; Devonian; diatomite; diorites; faults; fluorite; fossil fuels; galena; goethite; gold; granites; graphite; gypsum; Hart Lake-Byers Lake Pluton; hematite; Hercynian Orogeny; industrial minerals; iron; jasper; Jeffers Brook Pluton; Jurassic; limonite; magmatic deposits; magnetite; malachite; manganese; marbles; McCallum Settlement Pluton; metallic minerals; metallogeny; mineral deposits; mineralization; mineralogy; Permian; Pleasant Hills Pluton; pyrite; pyrolusite; radiometric age dates; regional geology; sedimentary ore deposits; sedimentation; sedimentology; siderite; silver; sphalerite; structural geology; Triassic; uranium; vein deposits; volcanogenic deposits; zeolites,Cobequid Highlands; Colchester County; Cumberland County,11E/05; 11E/06; 11E/07; 11E/10; 11E/11; 11E/12; 21H/07; 21H/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Mineral Resources Division Report of Activities 1981; 139 page(s),,
669,No,Exploration Activity in Nova Scotia-1981,"Bingley, J M, Nova Scotia Department of Mines and Energy",Report ME 1982-001,1982,13-17,2 map(s),"exploration activity location, scale: 1:7500000",coal; copper; fossil fuels; gold; industrial minerals; lead; metallic minerals; mineral exploration activities; potash; statistics; tin; tungsten; uranium; zinc,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Mineral Resources Division Report of Activities 1981; 139 page(s),,
671,No,Cumberland Coal Basin,"Calder, J H, Nova Scotia Department of Mines and Energy",Report ME 1982-001,1982,08-May,0 map(s),,coal; cross-sections; depositional environment; drillholes; fossil fuels; McCarthy Seam; Pennsylvanian; photographs; Rodney Seam; sedimentology; stratigraphy,Cumberland Basin; Cumberland County; Springhill; Springhill Coalfield,21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Mineral Resources Division Report of Activities 1981; 139 page(s),,
672,No,Sydney and Pictou Coalfields,"Gillis, K S, Nova Scotia Department of Mines and Energy",Report ME 1982-001,1982,03-Jan,2 map(s),"drillhole location, scale: 1:30000",ash; coal; coal analyses; economic geology; fossil fuels; geochemistry; ore reserves; Pennsylvanian; sulphur,Cape Breton County; Cape Breton Island; Pictou; Pictou Coalfield; Pictou County; Sydney; Sydney Coalfield,11E/10A; 11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Mineral Resources Division Report of Activities 1981; 139 page(s),,
679,No,Drilling Logs of Government Core Drills 1980,"MacDougall, I, Nova Scotia Department of Mines and Energy;Polley, D E, Nova Scotia Department of Mines and Energy",Report ME 1981-003,1981,52 page(s),16 map(s),"drillhole location, scale: 1:50000",base metals; Cambrian; Carboniferous; coal; drillhole logs; drillholes; gold; gypsum; industrial minerals; metallic minerals; Mississippian; Ordovician; Pennsylvanian; potash; radioactive minerals; uranium,Antigonish County; Brookfield Gold District; Cape Breton County; Cape Breton Island; Cumberland County; Guysborough County; Halifax County; Hants County; Inverness County; Pictou Coalfield; Pictou County; Queens County; Springhill Coalfield; Sydney Coalfield,11D/11; 11D/12; 11D/13; 11D/14; 11E/09; 11E/10; 11E/15; 11E/16; 11F/03; 11F/04; 11F/05; 11F/06; 11F/11; 11F/12; 11F/13; 11F/14; 11K/01; 11K/02; 11K/03; 11K/04; 11K/06; 11K/07; 11K/08; 21A/01; 21A/02; 21A/07; 21A/08; 21A/09; 21A/10; 21A/15; 21A/16; 21H/01; 21H/02; 21H/07; 21H/08; 21H/09; 21H/10; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
684,No,"Energy Resources Division, Coal Development and Utilization Section","Bain, C E, Nova Scotia Department of Mines and Energy",Information Series ME 004,1981,51,0 map(s),,coal; fossil fuels,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Fifth Annual Open House and Review of Activities, Program and Summaries; 51 page(s)",,
686,No,Cumberland Coal Basin,"Calder, J H, Nova Scotia Department of Mines and Energy",Information Series ME 004,1981,43-45,0 map(s),,coal; cross-sections; Cumberland Gp; depositional models; fossil fuels; Pennsylvanian; stratigraphy,Cumberland Basin; Cumberland County; Joggins Coalfield; Springhill Coalfield,21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Fifth Annual Open House and Review of Activities, Program and Summaries; 51 page(s)",,
687,No,Energy Resources Division,"Potter, W G, Nova Scotia Department of Mines and Energy",Information Series ME 004,1981,41-42,0 map(s),,coal; fossil fuels; petroleum,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Fifth Annual Open House and Review of Activities, Program and Summaries; 51 page(s)",,
706,No,"Evaluation of the Mullins Seam for Near Surface Coal, Cape Breton County, Nova Scotia","Gillis, K S, Nova Scotia Department of Mines and Energy",Open File Report ME 525,1981,16 page(s),8 map(s),"drillhole location, scale: 1:5000; geological, scale: 1:125000; isochron, scale: 1:5000; isocon, scale: 1:5000; isopach, scale: 1:5000; structural, scale: 1:5000",carbon; coal; coal analyses; coal ash; correlations; cross-sections; density profiles; drillhole sections; drillholes; economic geology; fossil fuels; geochemistry; Mullins Seam; ore reserves; Pennsylvanian; regional geology; resources; sulphur,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11K/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
707,No,"Evaluation of the Spencer Seam for Near Surface Coal, Cape Breton County, Nova Scotia","Gillis, K S, Nova Scotia Department of Mines and Energy",Open File Report ME 524,1982,24 page(s),6 map(s),"drillhole location, scale: 1:125000; geological, scale: 1:125000; isochron, scale: 1:5000; isocon, scale: 1:5000; isopach, scale: 1:5000; structural, scale: 1:5000",carbon; coal; coal analyses; coal ash; correlations; density profiles; drillhole sections; drillholes; economic geology; fossil fuels; Morien Gp; Pennsylvanian; pits; regional geology; resources; Spencer Seam; structural geology; sulphur,Birch Grove; Cape Breton County; Cape Breton Island; Sydney Coalfield,11J/04,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
721,Yes,"Mineral Evaluation of Merigomish Harbour Indian Reservation No. 31, Pictou County, Nova Scotia","Wright, J D, Nova Scotia Department of Mines and Energy",Open File Report ME 509,1972,4 page(s),0 map(s),,Canso Gp; chalcopyrite; coal; fossil fuels; galena; industrial minerals; limestones; metallic minerals; mineral potential; mineralization; mineralogy; Pennsylvanian; Pictou Gp; sphalerite,Merigomish Harbour; Merigomish Harbour Indian Reserve; Pictou County; Sutherlands Brook,11E/09; 11E/10,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
726,Yes,"Mineral Evaluation of Indian Reservation Franklin Manor No. 22, Cumberland County, Nova Scotia","Wright, J D, Nova Scotia Department of Mines and Energy",Open File Report ME 504,1972,8 page(s),0 map(s),,coal; Cumberland Gp; drillhole logs; drillholes; fossil fuels; mineral potential; Pennsylvanian,Cumberland County; Franklin Manor Indian Reserve; Pettigrew Settlement,21H/09B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
729,Yes,"Mineral Possibilities of Indian Reservations Boat Harbour West No. 37, Fishers Grant No. 24 and Fishers Grant No. 24G, Pictou County, Nova Scotia","Wright, J D, Nova Scotia Department of Mines and Energy",Open File Report ME 501,1972,6 page(s),0 map(s),,coal; economic geology; fossil fuels; mineral potential; Pennsylvanian; Pictou Gp,Boat Harbour West; Boat Harbour West Indian Reserve; Fishers Grant; Fishers Grant Indian Reserve; Pictou Coalfield; Pictou County,11E/10,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
732,Yes,"Mineral Potential of Caribou Marsh No. 29 Indian Reservation, Cape Breton County, Nova Scotia","Wright, J D, Nova Scotia Department of Mines and Energy",Open File Report ME 498,1971,8 page(s),0 map(s),,coal; economic geology; fossil fuels; mineral potential; Pennsylvanian; Pictou Gp,Cape Breton County; Cape Breton Island; Caribou Marsh; Caribou Marsh Indian Reserve,11K/01,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
733,Yes,"Mineral Evaluation of Sydney No. 28B Indian Reservation, Cape Breton County, Nova Scotia","Wright, J D, Nova Scotia Department of Mines and Energy",Open File Report ME 497,1971,10 page(s),0 map(s),,"coal; economic geology; fossil fuels; mineral potential; Pennsylvanian; Pictou Gp; VLF-EM surveys, ground",Cape Breton County; Cape Breton Island; Sydney Indian Reserve,11K/01,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
734,Yes,"Mineral Evaluation of Sydney No. 28A Indian Reservation, Cape Breton County, Nova Scotia","Wright, J D, Nova Scotia Department of Mines and Energy",Open File Report ME 496,1971,8 page(s),0 map(s),,coal; economic geology; fossil fuels; mineral potential; Pennsylvanian; Pictou Gp,Cape Breton County; Cape Breton Island; Sydney; Sydney Indian Reserve,11K/01,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
745,Yes,Mineralogy of Nova Scotia,"How, H, Nova Scotia Department of Mines and Energy ",Open File Report ME 485,1869,217 page(s),0 map(s),,agate; aggregates; amethyst; anhydrite; antimony; arsenic; barite; bismuth; chalcedony; chemical analyses; clays; coal; coal analyses; cobalt; copper; economic geology; fossil fuels; galena; geochemistry; gold; gypsum; industrial minerals; iron; jasper; lead; limestones; manganese; marbles; mercury; metallic minerals; mineralization; mineralogy; molybdenum; moulding sands; nickel; oil shales; production; silver; spring water geochemistry; sulphur; tin; topaz; water analyses; zinc,Cape Breton County; Chimney Corner Coalfield; Cumberland County; Inverness County; Joggins Coalfield; Nova Scotia; Pictou Coalfield; Pictou County; Richmond County; Springhill Coalfield; Sydney Coalfield,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
746,Yes,"Proposal for Drilling Program on Offshore Coal Development in the Sydney Basin, Nova Scotia","German, R B, Geocon Limited;Matich, M A J, Geocon Limited;Nova Scotia Department of Mines and Energy",Open File Report ME 484,1976,44 page(s),1 map(s),"drillhole location, scale: 1:1000000",coal; drillholes; fossil fuels; Pennsylvanian,Cape Breton County; Cape Breton Island; Sydney Basin; Sydney Coalfield,11K/08A,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
777,Yes,"Coal, Oxford, Cumberland County, Nova Scotia. Report on Stratigraphy, Geology, Trenching and Drilling [1981 Oxford, Nova Scotia Exploration Report, December, 1981]",BP Resources Canada Limited,Assessment Report ME 11E/12C 10-E-23(02),1981,377 page(s),4 map(s),"drillhole location, scale: 1:50000; geological, scale: 1:50000; property location, scale: 1:200000","ash; Boss Point Fm; caliper logging; caliper logs; carbon; Carboniferous; Claremont Fm; coal; coal analyses; coal seams; coal, sub-bituminous; correlation sections; correlations; Cumberland Gp; density logging; density logs; deviation logs; drillhole logs; drillhole sections; drillholes; fossil fuels; gamma-ray logging; gamma-ray logs; Jungle Seam; Middleborough Fm; Mississippian; neutron logs; neutron well logging; Pennsylvanian; petrographic logs; petrography; Pictou Gp; regional geology; resistivity logging; resistivity logs; SP logging; SP logs; specific gravities; stratigraphic charts; stratigraphic columns; stratigraphy; structural geology; sulphur; trenches; Windsor Gp",Cumberland County; Oxford,11E/12C; 11E/12D; 11E/13B,Special Licence 2/81,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
778,Yes,"Coal, Oxford, Cumberland County, Nova Scotia. Proposed Coal Exploration Program in the Oxford District, Cumberland County, Nova Scotia",BP Resources Canada Limited,Assessment Report ME 11E/12C 10-E-23(01),1981,21 page(s),3 map(s),"drillhole location, scale: 1:31680",coal; drillholes; fossil fuels; Pennsylvanian,Cumberland County; Oxford,11E/12C; 11E/12D; 11E/13B,Special Licence 2/81,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,,,
817,No,Report of the Energy Management Division,Nova Scotia Department of Mines and Energy,Annual Report 1979,1981,63-70,0 map(s),,coal; economics; energy resources; engineering geology; fossil fuels; petroleum; statistics,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Annual Report for 1979; 84 page(s),,
819,No,Mine and Quarry Inspection Reports,"Davidson, N C, Nova Scotia Department of Mines and Energy;McLean, A, Nova Scotia Department of Mines and Energy;Brown, J B, Nova Scotia Department of Mines and Energy;Landgren, N T L, Nova Scotia Department of Mines and Energy;Polley, D E, Nova Scotia Department of Mines and Energy;Smith, J V, Nova Scotia Department of Mines and Energy;Doucette, F, Nova Scotia Department of Mines and Energy;Henwood, R, Nova Scotia Department of Mines and Energy",Annual Report 1979,1981,12-52,2 map(s),"coal waste dump, scale: 1:216000; drillhole location, scale: 1:6000",aggregates; base metals; coal; coal fields; drillholes; economic geology; engineering geology; environmental geology; fossil fuels; gypsum; industrial minerals; limestones; metallic minerals; mining methods; mining production graphs; ore reserves; Pennsylvanian; pits; production; quarries; Quaternary; reclamation; salt; tailings,Cape Breton County; Cape Breton Island; Colchester County; Cumberland County; Gays River; Halifax County; Hants County; Inverness County; Irish Cove; McKay Settlement; Milford; Nappan; Pictou Coalfield; Pictou County; Pugwash; River Hebert Coalfield; Salmon River; St Rose Coalfield; Sydney Coalfield; Wentworth Creek,11E/03; 11E/04; 11E/10; 11E/13; 11F/15; 11F/16; 11K/06; 11K/08; 21A/16; 21H/09; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Annual Report for 1979; 84 page(s),,
821,No,Summary Report of the Deputy Minister,"Smith, J C, Nova Scotia Department of Mines and Energy",Annual Report 1979,1981,09-Jul,0 map(s),,aggregates; barite; clays; coal; dolomites; economic geology; fossil fuels; gypsum; industrial minerals; lead; limestones; metallic minerals; mineral exploration activities; peat; production; salt; statistics; zinc,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,Annual Report for 1979; 84 page(s),,
826,No,Sydney Coalfield,"Gillis, K S, Nova Scotia Department of Mines and Energy",Information Series ME 003,1980,59-60,0 map(s),,ash; coal; coal analyses; drillholes; economic geology; fossil fuels; Pennsylvanian; resources; sulphur,Cape Breton County; Cape Breton Island; Sydney; Sydney Coalfield,11J/04; 11K/01; 11K/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Fourth Annual Open House and Review of Activities, Program and Summaries; 106 page(s)",,
